dataset,task_order,policy,budget_share,seeds,budget_cap,n_tasks,n_criteria,inference_kind,actual_queries_median,actual_queries_p05,actual_queries_p95,certified_tasks_median,certified_tasks_p05,certified_tasks_p95,residual_errors_median,residual_errors_p05,residual_errors_p95,pass_width_median,pass_width_p05,pass_width_p95,accuracy_ci_width_median,accuracy_ci_width_p05,accuracy_ci_width_p95,sample_agreement_median,sample_agreement_p05,sample_agreement_p95,accuracy_bias,accuracy_rmse,accuracy_within_half_pp,accuracy_interval_covered
AC DeepSeek v4-pro,random,sc50_then_srs,0.2,31,169,210,843,exact_conditional_SRS,169.0,169.0,169.0,49.0,43.5,57.5,23.0,20.5,25.0,0.7666666666666667,0.7261904761904762,0.7928571428571428,0.10794780545670224,0.08778173190984573,0.12930011862396207,0.9230769230769231,0.893491124260355,0.9408284023668639,-0.004240750369715134,0.022026009915780482,5,31
AC DeepSeek v4-pro,random,sc_judge,0.5,31,422,210,843,logical_bounds_or_census,422.0,422.0,422.0,172.0,166.0,178.5,6.0,1.5,8.5,0.18095238095238095,0.15,0.20952380952380953,0.49940688018979834,0.49940688018979834,0.4994068801897984,0.9218009478672986,0.9111374407582938,0.933649289099526,,,,31
AC DeepSeek v4-pro,random,sc50_then_srs,0.5,31,422,210,843,exact_conditional_SRS,422.0,422.0,422.0,116.0,108.0,123.0,12.0,9.0,16.0,0.44761904761904764,0.41428571428571426,0.4857142857142857,0.04744958481613282,0.03973902728351125,0.05219454329774614,0.9218009478672986,0.9111374407582938,0.9372037914691943,0.0005493227045102037,0.011279773112310864,10,30
AC DeepSeek v4-pro,random,sc_judge,0.6,31,506,210,843,logical_bounds_or_census,506.0,506.0,506.0,205.0,201.5,209.0,0.0,0.0,1.5,0.023809523809523808,0.004761904761904762,0.04047619047619048,0.3997627520759194,0.3997627520759193,0.3997627520759194,0.9209486166007905,0.9140316205533596,0.9268774703557312,,,,31
AC DeepSeek v4-pro,random,sc50_then_srs,0.6,31,506,210,843,exact_conditional_SRS,506.0,506.0,506.0,135.0,129.0,141.0,9.0,5.5,13.0,0.35714285714285715,0.32857142857142857,0.38571428571428573,0.03558718861209964,0.03202846975088963,0.04033214709371291,0.9209486166007905,0.9130434782608695,0.9328063241106719,0.0011006331400834838,0.007920455591198626,17,31
AC DeepSeek v4-pro,random,sc_judge,1.0,31,843,210,843,logical_bounds_or_census,518.0,507.5,524.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38552787663107957,0.37841043890865955,0.3979833926453144,0.9213051823416507,0.9146439672755462,0.9248554913294798,,,,31
AC DeepSeek v4-pro,random,sc50_then_srs,1.0,31,843,210,843,exact_conditional_SRS,843.0,843.0,843.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228944246737841,0.9228944246737841,0.9228944246737841,0.0,0.0,31,31
DR GPT-5.4 low,release,random_criterion,0.006,31,10,284,1615,exact_conditional_SRS,10.0,10.0,10.0,6.0,4.0,8.5,10.0,9.5,10.0,0.9788732394366197,0.9700704225352113,0.9859154929577465,0.3071207430340557,0.3071207430340557,0.48482972136222907,1.0,0.8500000000000001,1.0,0.021941476081094632,0.06517927463481055,0,31
DR GPT-5.4 low,release,sc_judge,0.006,31,10,284,1615,logical_bounds_or_census,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,0.9647887323943662,0.9647887323943662,0.9683098591549296,0.9938080495356038,0.9938080495356038,0.9938080495356038,1.0,0.9,1.0,,,,31
DR GPT-5.4 low,release,sc50_then_srs,0.006,31,10,284,1615,exact_conditional_SRS,10.0,10.0,10.0,8.0,6.0,9.0,10.0,9.5,10.0,0.971830985915493,0.9683098591549296,0.9788732394366197,0.5195046439628483,0.5195046439628483,0.7523219814241486,0.9,0.8,1.0,-0.013442524717866717,0.12303991661482407,0,31
DR GPT-5.4 low,release,random_criterion,0.05,31,81,284,1615,exact_conditional_SRS,81.0,81.0,81.0,44.0,38.0,49.0,9.0,8.0,10.0,0.8450704225352113,0.8274647887323944,0.8661971830985915,0.11455108359133126,0.09349845201238383,0.13746130030959758,0.9382716049382716,0.9012345679012346,0.9629629629629629,0.00788333191542356,0.021057642309534278,8,31
DR GPT-5.4 low,release,sc_judge,0.05,31,81,284,1615,logical_bounds_or_census,81.0,81.0,81.0,76.0,73.5,77.0,10.0,10.0,10.0,0.7323943661971831,0.7288732394366197,0.7411971830985915,0.9498452012383901,0.94984520123839,0.9498452012383901,0.9876543209876543,0.9567901234567902,1.0,,,,31
DR GPT-5.4 low,release,sc50_then_srs,0.05,31,81,284,1615,exact_conditional_SRS,81.0,81.0,81.0,54.0,50.5,59.0,10.0,9.0,10.0,0.8098591549295775,0.7922535211267606,0.8221830985915493,0.17708978328173375,0.12321981424148609,0.22662538699690404,0.9506172839506173,0.9197530864197531,0.9753086419753086,-0.0020831455692964626,0.03946985217327819,3,31
DR GPT-5.4 low,release,random_criterion,0.2,31,323,284,1615,exact_conditional_SRS,323.0,323.0,323.0,131.0,118.5,136.0,7.0,6.0,9.0,0.5387323943661971,0.5211267605633803,0.5827464788732395,0.05448916408668736,0.04643962848297217,0.06037151702786375,0.9226006191950464,0.9024767801857585,0.9458204334365325,0.0017776890042944572,0.014729018263931434,6,29
DR GPT-5.4 low,release,sc_judge,0.2,31,323,284,1615,logical_bounds_or_census,323.0,323.0,323.0,276.0,273.0,280.0,0.0,0.0,1.0,0.028169014084507043,0.014084507042253521,0.03873239436619718,0.8,0.7999999999999999,0.8,0.9473684210526315,0.9396284829721362,0.9566563467492261,,,,31
DR GPT-5.4 low,release,sc50_then_srs,0.2,31,323,284,1615,exact_conditional_SRS,323.0,323.0,323.0,168.0,164.5,177.5,8.0,6.0,8.5,0.4084507042253521,0.375,0.42077464788732394,0.07863777089783275,0.06811145510835914,0.08606811145510834,0.9411764705882353,0.9272445820433437,0.958204334365325,-0.000735093760826925,0.014096921234380212,8,31
DR GPT-5.4 low,release,random_criterion,0.5,31,808,284,1615,exact_conditional_SRS,808.0,808.0,808.0,215.0,204.5,221.5,4.0,2.0,6.5,0.24295774647887325,0.22007042253521125,0.27992957746478875,0.026625386996903977,0.025077399380804943,0.02786377708978327,0.9220297029702971,0.9115099009900991,0.931930693069307,-0.0003117976333736016,0.00645907379180664,19,30
DR GPT-5.4 low,release,sc_judge,0.5,31,808,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,release,sc50_then_srs,0.5,31,808,284,1615,exact_conditional_SRS,808.0,808.0,808.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281733746130022,0.030650154798761597,0.034984520123839014,0.9294554455445545,0.9195544554455446,0.9375,-0.0008098847303596786,0.007594361836647294,17,30
DR GPT-5.4 low,release,random_criterion,0.6,31,969,284,1615,exact_conditional_SRS,969.0,969.0,969.0,232.0,222.5,239.0,3.0,1.0,6.5,0.18309859154929578,0.15845070422535212,0.21654929577464788,0.021052631578947434,0.021052631578947323,0.022910216718266263,0.9246646026831785,0.9122807017543859,0.9293085655314757,-0.00041945470887842204,0.004917783068046228,23,29
DR GPT-5.4 low,release,sc_judge,0.6,31,969,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,release,sc50_then_srs,0.6,31,969,284,1615,exact_conditional_SRS,969.0,969.0,969.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024767801857585092,0.02352941176470591,0.026006191950464386,0.9277605779153767,0.9215686274509804,0.934468524251806,-0.0004848352796461098,0.00518469017391971,20,30
DR GPT-5.4 low,release,random_criterion,1.0,31,1615,284,1615,exact_conditional_SRS,1615.0,1615.0,1615.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923219814241486,0.923219814241486,0.923219814241486,0.0,0.0,31,31
DR GPT-5.4 low,release,sc_judge,1.0,31,1615,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,release,sc50_then_srs,1.0,31,1615,284,1615,exact_conditional_SRS,1615.0,1615.0,1615.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923219814241486,0.923219814241486,0.923219814241486,0.0,0.0,31,31
DR GPT-5.4 low,predicted_fail_count,sc_judge,0.006,31,10,284,1615,logical_bounds_or_census,10.0,10.0,10.0,4.0,3.0,7.0,9.0,8.0,10.0,0.9859154929577465,0.9753521126760564,0.9894366197183099,0.9938080495356038,0.9938080495356036,0.9938080495356038,0.9,0.8,1.0,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,0.006,31,10,284,1615,exact_conditional_SRS,10.0,10.0,10.0,5.0,2.5,7.0,10.0,8.5,10.0,0.9823943661971831,0.9753521126760564,0.9911971830985915,0.5195046439628483,0.5195046439628483,0.7523219814241486,0.9,0.7,1.0,-0.013562368920403418,0.12325674561360571,0,31
DR GPT-5.4 low,predicted_fail_count,sc_judge,0.05,31,81,284,1615,logical_bounds_or_census,81.0,81.0,81.0,41.0,38.0,44.0,2.0,1.0,2.0,0.8556338028169014,0.8450704225352113,0.8661971830985915,0.94984520123839,0.94984520123839,0.9498452012383901,0.9012345679012346,0.8888888888888888,0.9012345679012346,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,0.05,31,81,284,1615,exact_conditional_SRS,81.0,81.0,81.0,42.0,36.5,47.0,5.0,3.0,8.0,0.852112676056338,0.8345070422535211,0.8714788732394365,0.17708978328173375,0.12321981424148604,0.226625386996904,0.9135802469135802,0.8580246913580247,0.9567901234567902,-0.0034131239145208337,0.03982479971482522,8,31
DR GPT-5.4 low,predicted_fail_count,sc_judge,0.2,31,323,284,1615,logical_bounds_or_census,323.0,323.0,323.0,271.0,267.0,275.0,0.0,0.0,0.0,0.045774647887323945,0.03169014084507042,0.05985915492957746,0.8,0.7999999999999999,0.8,0.9473684210526315,0.9396284829721362,0.9566563467492261,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,0.2,31,323,284,1615,exact_conditional_SRS,323.0,323.0,323.0,186.0,177.5,192.5,0.0,0.0,0.0,0.34507042253521125,0.3221830985915493,0.375,0.07616099071207427,0.06501547987616096,0.08390092879256966,0.9287925696594427,0.9179566563467492,0.9380804953560371,-8.630755326712081e-05,0.013159055092029968,10,31
DR GPT-5.4 low,predicted_fail_count,sc_judge,0.5,31,808,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,0.5,31,808,284,1615,exact_conditional_SRS,808.0,808.0,808.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281733746130022,0.030650154798761597,0.034984520123839014,0.9294554455445545,0.9195544554455446,0.9375,-0.0008098847303596786,0.007594361836647294,17,30
DR GPT-5.4 low,predicted_fail_count,sc_judge,0.6,31,969,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,0.6,31,969,284,1615,exact_conditional_SRS,969.0,969.0,969.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024767801857585092,0.02352941176470591,0.026006191950464386,0.9277605779153767,0.9215686274509804,0.934468524251806,-0.0004848352796461098,0.00518469017391971,20,30
DR GPT-5.4 low,predicted_fail_count,sc_judge,1.0,31,1615,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,predicted_fail_count,sc50_then_srs,1.0,31,1615,284,1615,exact_conditional_SRS,1615.0,1615.0,1615.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923219814241486,0.923219814241486,0.923219814241486,0.0,0.0,31,31
DR GPT-5.4 low,random,sc_judge,0.006,31,10,284,1615,logical_bounds_or_census,10.0,10.0,10.0,9.0,5.5,10.0,10.0,9.0,10.0,0.9683098591549296,0.9647887323943662,0.9806338028169015,0.9938080495356038,0.9938080495356038,0.9938080495356038,1.0,0.9,1.0,,,,31
DR GPT-5.4 low,random,sc50_then_srs,0.006,31,10,284,1615,exact_conditional_SRS,10.0,10.0,10.0,7.0,4.5,9.0,10.0,9.0,10.0,0.9753521126760564,0.9683098591549296,0.9841549295774648,0.5195046439628483,0.5195046439628483,0.7523219814241486,0.9,0.8,1.0,-0.013442524717866717,0.12310463369141193,0,31
DR GPT-5.4 low,random,sc_judge,0.05,31,81,284,1615,logical_bounds_or_census,81.0,81.0,81.0,69.0,63.0,75.0,8.0,5.0,9.0,0.7570422535211268,0.7359154929577465,0.778169014084507,0.9498452012383901,0.94984520123839,0.9498452012383901,0.9506172839506173,0.9074074074074074,0.9753086419753086,,,,31
DR GPT-5.4 low,random,sc50_then_srs,0.05,31,81,284,1615,exact_conditional_SRS,81.0,81.0,81.0,57.0,50.0,60.0,9.0,7.0,10.0,0.7992957746478874,0.7887323943661971,0.823943661971831,0.17708978328173375,0.12321981424148609,0.226625386996904,0.9382716049382716,0.9012345679012346,0.9629629629629629,-0.0019949675178365153,0.03842921579896347,7,31
DR GPT-5.4 low,random,sc_judge,0.2,31,323,284,1615,logical_bounds_or_census,323.0,323.0,323.0,273.0,268.5,278.0,0.0,0.0,1.0,0.03873239436619718,0.02112676056338028,0.05457746478873239,0.8,0.7999999999999999,0.8,0.9473684210526315,0.936532507739938,0.9566563467492261,,,,31
DR GPT-5.4 low,random,sc50_then_srs,0.2,31,323,284,1615,exact_conditional_SRS,323.0,323.0,323.0,180.0,169.0,188.5,4.0,2.0,7.0,0.36619718309859156,0.3362676056338028,0.40492957746478875,0.07616099071207427,0.06656346749226005,0.0848297213622291,0.9318885448916409,0.9164086687306502,0.9504643962848297,-0.001457118092159154,0.013276410333877279,9,31
DR GPT-5.4 low,random,sc_judge,0.5,31,808,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,random,sc50_then_srs,0.5,31,808,284,1615,exact_conditional_SRS,808.0,808.0,808.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281733746130022,0.030650154798761597,0.034984520123839014,0.9294554455445545,0.9195544554455446,0.9375,-0.0008098847303596786,0.007594361836647294,17,30
DR GPT-5.4 low,random,sc_judge,0.6,31,969,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,random,sc50_then_srs,0.6,31,969,284,1615,exact_conditional_SRS,969.0,969.0,969.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024767801857585092,0.02352941176470591,0.026006191950464386,0.9277605779153767,0.9215686274509804,0.934468524251806,-0.0004848352796461098,0.00518469017391971,20,30
DR GPT-5.4 low,random,sc_judge,1.0,31,1615,284,1615,logical_bounds_or_census,337.0,332.0,340.5,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913312693498452,0.7891640866873065,0.7944272445820433,0.9492537313432836,0.9383301707779885,0.9580201402625428,,,,31
DR GPT-5.4 low,random,sc50_then_srs,1.0,31,1615,284,1615,exact_conditional_SRS,1615.0,1615.0,1615.0,284.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923219814241486,0.923219814241486,0.923219814241486,0.0,0.0,31,31
JB GPT-5.4,release,random_criterion,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,44.0,36.5,53.5,243.0,241.0,245.0,0.9714100064977258,0.9652371669915529,0.9762833008447043,0.14676203857453063,0.13562821986630902,0.15519223400178817,0.7588652482269503,0.7092198581560284,0.8085106382978724,0.002382106031640187,0.03481106656193615,3,30
JB GPT-5.4,release,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,62.0,55.5,65.0,240.0,240.0,241.0,0.9597141000649773,0.9577647823261858,0.9639376218323586,0.9939966790139226,0.9939966790139225,0.9939966790139226,0.7304964539007093,0.6914893617021276,0.7730496453900709,,,,31
JB GPT-5.4,release,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,64.0,56.0,73.0,242.0,241.0,244.0,0.958414554905783,0.9525666016894087,0.9636127355425601,0.20441095073870652,0.18795503895772125,0.22161195554987867,0.7304964539007093,0.6879432624113475,0.7765957446808511,0.009744600080081415,0.04415446463960714,3,31
JB GPT-5.4,release,random_criterion,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,309.0,284.0,320.5,240.0,235.5,245.5,0.7992202729044834,0.7917478882391162,0.815464587394412,0.048580065568186614,0.047685953931962344,0.049559330693575154,0.7572402044293015,0.74190800681431,0.770442930153322,-0.0022630755254476028,0.010207257249493559,13,30
JB GPT-5.4,release,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,361.0,357.5,369.5,183.0,180.5,184.0,0.7654320987654321,0.7599090318388564,0.7677063027940221,0.9500149018606038,0.9500149018606037,0.9500149018606038,0.7444633730834753,0.7325383304940374,0.7538330494037478,,,,31
JB GPT-5.4,release,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,346.0,332.0,357.5,213.0,208.0,216.5,0.7751786874593892,0.7677063027940221,0.7842755035737492,0.06850598203261382,0.06546174479499295,0.07040064716651762,0.7436115843270868,0.729557069846678,0.756388415672913,-0.0011610088860172158,0.016640103005918793,2,30
JB GPT-5.4,release,random_criterion,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,798.0,777.0,816.0,223.0,213.5,230.5,0.48148148148148145,0.4697855750487329,0.4951267056530214,0.022097330438114682,0.021884446715204176,0.022352790905607378,0.7579305939961678,0.7489887162018309,0.7644241004896742,-0.001943488750428161,0.004994780023173089,20,30
JB GPT-5.4,release,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1512.0,1487.5,1513.5,15.0,13.0,22.0,0.017543859649122806,0.016569200779727095,0.03346328784925276,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.6953374494358101,0.6862891207153502,0.7024696614860549,,,,31
JB GPT-5.4,release,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,1035.0,1014.0,1057.0,133.0,124.5,139.5,0.32748538011695905,0.31319038336582194,0.341130604288499,0.029463107250819576,0.02899476306041643,0.02982500957976758,0.7445177773046625,0.7375984671066638,0.7505854800936769,0.0012781302624598773,0.005647067717409158,17,31
JB GPT-5.4,release,random_criterion,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1145.0,1130.5,1162.0,169.0,159.5,178.0,0.25601039636127354,0.24496426250812214,0.26543209876543206,0.010984800102184167,0.010920934985311048,0.011048665219057341,0.7591110354223434,0.7544277929155313,0.7628576294277929,-0.0004333524926813292,0.0028080435413003935,28,30
JB GPT-5.4,release,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,release,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012560139651722202,0.012389832673393775,0.012645293140886471,0.7408889645776566,0.7366740463215259,0.7442523841961852,0.0005099472019839402,0.0031920569721025195,29,30
JB GPT-5.4,release,random_criterion,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1207.0,1190.5,1215.5,146.0,134.0,158.5,0.2157244964262508,0.2102014294996751,0.22644574398960363,0.008983693106825008,0.00889853961766085,0.009026269851407087,0.7592960544990065,0.7552157252341754,0.7619926199261993,-0.0003032898630241025,0.0023112662983632713,30,30
JB GPT-5.4,release,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,release,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009622344275556749,0.00953719078639248,0.009686209392429868,0.7474453590689754,0.7431166619358501,0.7503902923644621,0.0006094526979971023,0.0023833367370745206,30,30
JB GPT-5.4,release,random_criterion,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592285093881722,0.7592285093881722,0.7592285093881722,0.0,0.0,31,31
JB GPT-5.4,release,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,release,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592285093881722,0.7592285093881722,0.7592285093881722,0.0,0.0,31,31
JB GPT-5.4,predicted_fail_count,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,21.0,17.0,24.0,228.0,224.0,232.0,0.98635477582846,0.9844054580896686,0.9889538661468485,0.9939966790139226,0.9939966790139225,0.9939966790139226,0.8865248226950354,0.8581560283687943,0.9148936170212766,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,0.006,31,141,1539,23487,exact_conditional_SRS,141.0,141.0,141.0,30.0,25.0,41.5,235.0,231.5,238.5,0.9805068226120858,0.9730344379467186,0.9837556855100715,0.20441095073870652,0.1879550389577213,0.22161195554987867,0.8226950354609929,0.7943262411347518,0.8581560283687943,0.008955624566893805,0.044123343821403795,3,31
JB GPT-5.4,predicted_fail_count,sc_judge,0.05,31,1174,1539,23487,logical_bounds_or_census,1174.0,1174.0,1174.0,186.0,169.0,198.0,151.0,142.0,160.5,0.8791423001949318,0.8713450292397661,0.8901884340480831,0.9500149018606038,0.9500149018606037,0.9500149018606038,0.8143100511073254,0.798977853492334,0.82793867120954,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,0.05,31,1174,1539,23487,exact_conditional_SRS,1174.0,1174.0,1174.0,257.0,245.0,270.5,193.0,186.5,200.0,0.8330084470435347,0.8242365172189734,0.8408057179987005,0.06850598203261382,0.0658236471239409,0.07054966577255506,0.793015332197615,0.776831345826235,0.8066439522998297,-0.0010436461609395378,0.01631963869641571,4,31
JB GPT-5.4,predicted_fail_count,sc_judge,0.2,31,4697,1539,23487,logical_bounds_or_census,4697.0,4697.0,4697.0,1424.0,1384.5,1437.0,6.0,5.0,7.0,0.07472384665367121,0.06627680311890838,0.10038986354775828,0.8000170306978328,0.8000170306978328,0.8000170306978329,0.7002341920374707,0.6928890781349798,0.7096018735362997,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,0.2,31,4697,1539,23487,exact_conditional_SRS,4697.0,4697.0,4697.0,935.0,909.0,961.5,73.0,68.5,78.0,0.39246263807667314,0.37524366471734893,0.4093567251461988,0.029633414229148003,0.02925022352790907,0.030101758419551206,0.7687885884607196,0.76218863104109,0.7775175644028103,0.0017194850334819743,0.006302829235582237,16,31
JB GPT-5.4,predicted_fail_count,sc_judge,0.5,31,11744,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,0.5,31,11744,1539,23487,exact_conditional_SRS,11744.0,11744.0,11744.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012560139651722202,0.012389832673393775,0.012645293140886471,0.7408889645776566,0.7366740463215259,0.7442523841961852,0.0005099472019839402,0.0031920569721025195,29,30
JB GPT-5.4,predicted_fail_count,sc_judge,0.6,31,14092,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,0.6,31,14092,1539,23487,exact_conditional_SRS,14092.0,14092.0,14092.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009622344275556749,0.00953719078639248,0.009686209392429868,0.7474453590689754,0.7431166619358501,0.7503902923644621,0.0006094526979971023,0.0023833367370745206,30,30
JB GPT-5.4,predicted_fail_count,sc_judge,1.0,31,23487,1539,23487,logical_bounds_or_census,5027.0,4967.5,5132.5,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859667049857368,0.7814748584323242,0.7885000212883723,0.6907458024209293,0.6816517357404492,0.6970796510336411,,,,31
JB GPT-5.4,predicted_fail_count,sc50_then_srs,1.0,31,23487,1539,23487,exact_conditional_SRS,23487.0,23487.0,23487.0,1539.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592285093881722,0.7592285093881722,0.7592285093881722,0.0,0.0,31,31
JB GPT-5.4,random,sc_judge,0.006,31,141,1539,23487,logical_bounds_or_census,141.0,141.0,141.0,41.0,30.0,57.5,238.0,234.5,241.0,0.9733593242365172,0.9626380766731644,0.9805068226120858,0.9939966790139226,0.9939966790139225,0.9939966790139226,0.6595744680851063,0.524822695035461,0.7553191489361701,,,,31
