annotation_id,corresponding_annotator_id,annotation_order,task_id,task_slot_order,method_step_order,output_id,output_quality_level,output_quality_level_order,rubric_total_points,rubric_max_points
autograder_annotation_001328,annotator_024,76,task_001,26,1,output_000022,intermediate,1,6.5,8
autograder_annotation_001329,annotator_024,77,task_001,26,2,output_000046,good,2,7.5,8
autograder_annotation_001330,annotator_024,78,task_001,26,3,output_000050,excellent,3,7,8
autograder_annotation_001334,annotator_024,82,task_016,28,1,output_001177,good,2,10,11
autograder_annotation_001335,annotator_024,83,task_016,28,2,output_001218,excellent,3,11,11
autograder_annotation_001336,annotator_024,84,task_016,28,3,output_001148,intermediate,1,10.5,11
autograder_annotation_001340,annotator_024,88,task_025,30,1,output_001838,intermediate,1,3,6
autograder_annotation_001341,annotator_024,89,task_025,30,2,output_001885,excellent,3,1.5,6
autograder_annotation_001342,annotator_024,90,task_025,30,3,output_001866,good,2,0.5,6
autograder_annotation_001343,annotator_025,1,task_027,1,1,output_001993,good,2,-1,22
autograder_annotation_001344,annotator_025,2,task_027,1,2,output_001978,intermediate,1,0,22
autograder_annotation_001345,annotator_025,3,task_027,1,3,output_002031,excellent,3,7,22
autograder_annotation_001349,annotator_025,7,task_030,3,1,output_002209,intermediate,1,15,17
autograder_annotation_001350,annotator_025,8,task_030,3,2,output_002263,excellent,3,16,17
autograder_annotation_001351,annotator_025,9,task_030,3,3,output_002231,good,2,13.5,17
autograder_annotation_001355,annotator_025,13,task_025,5,1,output_001889,excellent,3,3.5,6
autograder_annotation_001356,annotator_025,14,task_025,5,2,output_001824,intermediate,1,2,6
autograder_annotation_001357,annotator_025,15,task_025,5,3,output_001857,good,2,2,6
autograder_annotation_001361,annotator_025,19,task_024,7,1,output_001813,excellent,3,-2.5,3
autograder_annotation_001362,annotator_025,20,task_024,7,2,output_001798,good,2,-1,3
autograder_annotation_001363,annotator_025,21,task_024,7,3,output_001751,intermediate,1,0,3
autograder_annotation_001367,annotator_025,25,task_018,9,1,output_001359,excellent,3,-1.5,13
autograder_annotation_001368,annotator_025,26,task_018,9,2,output_001334,good,2,2.5,13
autograder_annotation_001369,annotator_025,27,task_018,9,3,output_001302,intermediate,1,5,13
autograder_annotation_001373,annotator_025,31,task_015,11,1,output_001127,excellent,3,19.5,21
autograder_annotation_001374,annotator_025,32,task_015,11,2,output_001122,good,2,17.5,21
autograder_annotation_001375,annotator_025,33,task_015,11,3,output_001082,intermediate,1,20,21
autograder_annotation_001379,annotator_026,1,task_002,1,1,output_000120,good,2,13,27
autograder_annotation_001380,annotator_026,2,task_002,1,2,output_000083,intermediate,1,14,27
autograder_annotation_001381,annotator_026,3,task_002,1,3,output_000130,excellent,3,13,27
autograder_annotation_001385,annotator_026,7,task_022,3,1,output_001611,intermediate,1,14,24
autograder_annotation_001386,annotator_026,8,task_022,3,2,output_001648,excellent,3,16,24
autograder_annotation_001387,annotator_026,9,task_022,3,3,output_001634,good,2,13.5,24
autograder_annotation_001391,annotator_026,13,task_007,5,1,output_000460,intermediate,1,7.5,24
autograder_annotation_001392,annotator_026,14,task_007,5,2,output_000499,good,2,9.5,24
autograder_annotation_001393,annotator_026,15,task_007,5,3,output_000507,excellent,3,8.5,24
autograder_annotation_001397,annotator_026,19,task_017,7,1,output_001228,intermediate,1,8,15
autograder_annotation_001398,annotator_026,20,task_017,7,2,output_001270,good,2,7,15
autograder_annotation_001399,annotator_026,21,task_017,7,3,output_001277,excellent,3,4.5,15
autograder_annotation_001403,annotator_026,25,task_018,9,1,output_001338,good,2,2,13
autograder_annotation_001404,annotator_026,26,task_018,9,2,output_001356,excellent,3,4,13
autograder_annotation_001405,annotator_026,27,task_018,9,3,output_001301,intermediate,1,0,13
autograder_annotation_001409,annotator_026,31,task_016,11,1,output_001186,good,2,10.5,11
autograder_annotation_001410,annotator_026,32,task_016,11,2,output_001161,intermediate,1,11,11
autograder_annotation_001411,annotator_026,33,task_016,11,3,output_001198,excellent,3,10,11
autograder_annotation_001415,annotator_026,37,task_021,13,1,output_001541,intermediate,1,0.5,2
autograder_annotation_001416,annotator_026,38,task_021,13,2,output_001557,good,2,-0.5,2
autograder_annotation_001417,annotator_026,39,task_021,13,3,output_001581,excellent,3,-2.5,2
autograder_annotation_001421,annotator_026,43,task_011,15,1,output_000776,intermediate,1,14,22
autograder_annotation_001422,annotator_026,44,task_011,15,2,output_000830,excellent,3,17.5,22
autograder_annotation_001423,annotator_026,45,task_011,15,3,output_000828,good,2,14.5,22
autograder_annotation_001427,annotator_026,49,task_014,17,1,output_001075,excellent,3,2.5,4
autograder_annotation_001428,annotator_026,50,task_014,17,2,output_001032,good,2,3,4
autograder_annotation_001429,annotator_026,51,task_014,17,3,output_001026,intermediate,1,3,4
autograder_annotation_001433,annotator_026,55,task_019,19,1,output_001434,excellent,3,2.5,7
autograder_annotation_001434,annotator_026,56,task_019,19,2,output_001400,intermediate,1,3,7
autograder_annotation_001435,annotator_026,57,task_019,19,3,output_001416,good,2,4,7
autograder_annotation_001439,annotator_026,61,task_013,21,1,output_000959,good,2,1,4
autograder_annotation_001440,annotator_026,62,task_013,21,2,output_000996,excellent,3,-4,4
autograder_annotation_001441,annotator_026,63,task_013,21,3,output_000944,intermediate,1,-0.5,4
autograder_annotation_001445,annotator_026,67,task_027,23,1,output_001975,intermediate,1,1,22
autograder_annotation_001446,annotator_026,68,task_027,23,2,output_002026,excellent,3,8,22
autograder_annotation_001447,annotator_026,69,task_027,23,3,output_002015,good,2,-2.5,22
autograder_annotation_001451,annotator_026,73,task_030,25,1,output_002246,good,2,14.5,17
autograder_annotation_001452,annotator_026,74,task_030,25,2,output_002264,excellent,3,16,17
autograder_annotation_001453,annotator_026,75,task_030,25,3,output_002198,intermediate,1,14,17
autograder_annotation_001457,annotator_026,79,task_023,27,1,output_001682,intermediate,1,6,9
autograder_annotation_001458,annotator_026,80,task_023,27,2,output_001726,excellent,3,2,9
autograder_annotation_001459,annotator_026,81,task_023,27,3,output_001712,good,2,4.5,9
autograder_annotation_001463,annotator_026,85,task_005,29,1,output_000335,good,2,22,26
autograder_annotation_001464,annotator_026,86,task_005,29,2,output_000363,excellent,3,23.5,26
autograder_annotation_001465,annotator_026,87,task_005,29,3,output_000324,intermediate,1,21.5,26
autograder_annotation_001469,annotator_027,1,task_007,2,1,output_000514,excellent,3,11,24
autograder_annotation_001470,annotator_027,2,task_007,2,2,output_000501,good,2,10,24
autograder_annotation_001471,annotator_027,3,task_007,2,3,output_000465,intermediate,1,10.5,24
autograder_annotation_001475,annotator_027,7,task_011,4,1,output_000846,excellent,3,13,22
autograder_annotation_001476,annotator_027,8,task_011,4,2,output_000782,intermediate,1,15,22
autograder_annotation_001477,annotator_027,9,task_011,4,3,output_000824,good,2,13,22
autograder_annotation_001481,annotator_027,13,task_003,6,1,output_000211,excellent,3,9,14
autograder_annotation_001482,annotator_027,14,task_003,6,2,output_000179,good,2,6.5,14
autograder_annotation_001483,annotator_027,15,task_003,6,3,output_000156,intermediate,1,3.5,14
autograder_annotation_001487,annotator_027,19,task_004,8,1,output_000260,good,2,7,13
autograder_annotation_001488,annotator_027,20,task_004,8,2,output_000283,excellent,3,5.5,13
autograder_annotation_001489,annotator_027,21,task_004,8,3,output_000243,intermediate,1,4,13
autograder_annotation_001493,annotator_027,25,task_024,10,1,output_001756,intermediate,1,-2.5,3
autograder_annotation_001494,annotator_027,26,task_024,10,2,output_001806,excellent,3,-6,3
autograder_annotation_001495,annotator_027,27,task_024,10,3,output_001787,good,2,-1,3
autograder_annotation_001499,annotator_027,31,task_002,13,1,output_000075,intermediate,1,13.5,27
autograder_annotation_001500,annotator_027,32,task_002,13,2,output_000111,good,2,13,27
autograder_annotation_001501,annotator_027,33,task_002,13,3,output_000126,excellent,3,14,27
autograder_annotation_001505,annotator_027,37,task_014,15,1,output_001068,excellent,3,1.5,4
autograder_annotation_001506,annotator_027,38,task_014,15,2,output_001028,intermediate,1,3,4
autograder_annotation_001507,annotator_027,39,task_014,15,3,output_001033,good,2,2,4
autograder_annotation_001511,annotator_027,43,task_030,17,1,output_002270,excellent,3,16,17
autograder_annotation_001512,annotator_027,44,task_030,17,2,output_002233,good,2,14.5,17
autograder_annotation_001513,annotator_027,45,task_030,17,3,output_002214,intermediate,1,15,17
autograder_annotation_001517,annotator_027,49,task_021,19,1,output_001556,good,2,0,2
autograder_annotation_001518,annotator_027,50,task_021,19,2,output_001531,intermediate,1,0,2
autograder_annotation_001519,annotator_027,51,task_021,19,3,output_001592,excellent,3,-0.5,2
autograder_annotation_001523,annotator_027,55,task_029,21,1,output_002135,intermediate,1,8,12
autograder_annotation_001524,annotator_027,56,task_029,21,2,output_002153,good,2,7.5,12
autograder_annotation_001525,annotator_027,57,task_029,21,3,output_002176,excellent,3,8,12
autograder_annotation_001529,annotator_027,61,task_008,23,1,output_000548,intermediate,1,6,9
autograder_annotation_001530,annotator_027,62,task_008,23,2,output_000557,good,2,5.5,9
autograder_annotation_001531,annotator_027,63,task_008,23,3,output_000600,excellent,3,3.5,9
autograder_annotation_001535,annotator_027,67,task_005,25,1,output_000360,excellent,3,22.5,26
autograder_annotation_001536,annotator_027,68,task_005,25,2,output_000314,intermediate,1,20.5,26
autograder_annotation_001537,annotator_027,69,task_005,25,3,output_000341,good,2,20,26
autograder_annotation_001541,annotator_027,73,task_026,27,1,output_001912,intermediate,1,10.5,13
autograder_annotation_001542,annotator_027,74,task_026,27,2,output_001969,excellent,3,10,13
autograder_annotation_001543,annotator_027,75,task_026,27,3,output_001942,good,2,11,13
autograder_annotation_001547,annotator_027,79,task_012,29,1,output_000853,intermediate,1,10,12
autograder_annotation_001548,annotator_027,80,task_012,29,2,output_000910,excellent,3,7.5,12
autograder_annotation_001549,annotator_027,81,task_012,29,3,output_000899,good,2,9,12
autograder_annotation_001553,annotator_028,1,task_008,1,1,output_000553,intermediate,1,6,9
autograder_annotation_001554,annotator_028,2,task_008,1,2,output_000576,good,2,6,9
autograder_annotation_001555,annotator_028,3,task_008,1,3,output_000602,excellent,3,3,9
autograder_annotation_001559,annotator_028,7,task_009,3,1,output_000678,excellent,3,14.5,15
autograder_annotation_001560,annotator_028,8,task_009,3,2,output_000654,good,2,14.5,15
autograder_annotation_001561,annotator_028,9,task_009,3,3,output_000614,intermediate,1,13.5,15
autograder_annotation_001568,annotator_029,4,task_001,2,1,output_000004,intermediate,1,7.5,8
autograder_annotation_001569,annotator_029,5,task_001,2,2,output_000034,good,2,7.5,8
autograder_annotation_001570,annotator_029,6,task_001,2,3,output_000063,excellent,3,7,8
autograder_annotation_001574,annotator_029,10,task_007,4,1,output_000460,intermediate,1,7.5,24
autograder_annotation_001575,annotator_029,11,task_007,4,2,output_000483,good,2,9,24
autograder_annotation_001576,annotator_029,12,task_007,4,3,output_000516,excellent,3,9,24
autograder_annotation_001580,annotator_029,16,task_011,6,1,output_000827,good,2,14.5,22
autograder_annotation_001581,annotator_029,17,task_011,6,2,output_000848,excellent,3,11.5,22
autograder_annotation_001582,annotator_029,18,task_011,6,3,output_000796,intermediate,1,14,22
autograder_annotation_001586,annotator_029,22,task_014,8,1,output_001022,intermediate,1,4,4
autograder_annotation_001587,annotator_029,23,task_014,8,2,output_001063,excellent,3,-0.5,4
autograder_annotation_001588,annotator_029,24,task_014,8,3,output_001047,good,2,2.5,4
autograder_annotation_001592,annotator_029,28,task_028,10,1,output_002083,good,2,5.5,18
autograder_annotation_001593,annotator_029,29,task_028,10,2,output_002092,excellent,3,4,18
autograder_annotation_001594,annotator_029,30,task_028,10,3,output_002041,intermediate,1,6,18
autograder_annotation_001598,annotator_029,34,task_023,12,1,output_001689,intermediate,1,4,9
autograder_annotation_001599,annotator_029,35,task_023,12,2,output_001738,excellent,3,1.5,9
autograder_annotation_001600,annotator_029,36,task_023,12,3,output_001699,good,2,5,9
autograder_annotation_001604,annotator_029,40,task_027,14,1,output_001996,good,2,0,22
autograder_annotation_001605,annotator_029,41,task_027,14,2,output_002025,excellent,3,3.5,22
autograder_annotation_001606,annotator_029,42,task_027,14,3,output_001984,intermediate,1,3,22
autograder_annotation_001610,annotator_029,46,task_017,16,1,output_001253,good,2,7.5,15
autograder_annotation_001611,annotator_029,47,task_017,16,2,output_001244,intermediate,1,8,15
autograder_annotation_001612,annotator_029,48,task_017,16,3,output_001295,excellent,3,8,15
autograder_annotation_001616,annotator_029,52,task_025,18,1,output_001866,good,2,3,6
autograder_annotation_001617,annotator_029,53,task_025,18,2,output_001891,excellent,3,1.5,6
autograder_annotation_001618,annotator_029,54,task_025,18,3,output_001826,intermediate,1,2.5,6
autograder_annotation_001622,annotator_029,58,task_021,20,1,output_001598,excellent,3,-3.5,2
autograder_annotation_001623,annotator_029,59,task_021,20,2,output_001569,good,2,-0.5,2
autograder_annotation_001624,annotator_029,60,task_021,20,3,output_001526,intermediate,1,0,2
autograder_annotation_001628,annotator_029,64,task_018,22,1,output_001330,good,2,0.5,13
autograder_annotation_001629,annotator_029,65,task_018,22,2,output_001311,intermediate,1,0.5,13
autograder_annotation_001630,annotator_029,66,task_018,22,3,output_001368,excellent,3,3,13
autograder_annotation_001634,annotator_029,70,task_010,24,1,output_000735,good,2,7.5,15
autograder_annotation_001635,annotator_029,71,task_010,24,2,output_000719,intermediate,1,6,15
autograder_annotation_001636,annotator_029,72,task_010,24,3,output_000752,excellent,3,7.5,15
autograder_annotation_001640,annotator_029,76,task_026,26,1,output_001967,excellent,3,11,13
autograder_annotation_001641,annotator_029,77,task_026,26,2,output_001924,good,2,10,13
autograder_annotation_001642,annotator_029,78,task_026,26,3,output_001901,intermediate,1,11.5,13
autograder_annotation_001646,annotator_029,82,task_004,28,1,output_000232,intermediate,1,5.5,13
autograder_annotation_001647,annotator_029,83,task_004,28,2,output_000284,excellent,3,6,13
autograder_annotation_001648,annotator_029,84,task_004,28,3,output_000255,good,2,6,13
autograder_annotation_001652,annotator_029,88,task_030,30,1,output_002230,good,2,14,17
autograder_annotation_001653,annotator_029,89,task_030,30,2,output_002215,intermediate,1,14,17
autograder_annotation_001654,annotator_029,90,task_030,30,3,output_002268,excellent,3,14.5,17
autograder_annotation_001655,annotator_030,1,task_029,1,1,output_002179,excellent,3,9,12
autograder_annotation_001656,annotator_030,2,task_029,1,2,output_002140,good,2,6.5,12
autograder_annotation_001657,annotator_030,3,task_029,1,3,output_002134,intermediate,1,8,12
autograder_annotation_001661,annotator_030,7,task_005,3,1,output_000369,excellent,3,22,26
autograder_annotation_001662,annotator_030,8,task_005,3,2,output_000301,intermediate,1,19,26
autograder_annotation_001663,annotator_030,9,task_005,3,3,output_000331,good,2,18.5,26
autograder_annotation_001667,annotator_030,13,task_025,5,1,output_001861,good,2,2,6
autograder_annotation_001668,annotator_030,14,task_025,5,2,output_001827,intermediate,1,3.5,6
autograder_annotation_001669,annotator_030,15,task_025,5,3,output_001888,excellent,3,2,6
autograder_annotation_001673,annotator_030,19,task_024,7,1,output_001761,intermediate,1,-0.5,3
autograder_annotation_001674,annotator_030,20,task_024,7,2,output_001804,excellent,3,-4,3
autograder_annotation_001675,annotator_030,21,task_024,7,3,output_001781,good,2,-4.5,3
autograder_annotation_001679,annotator_030,25,task_016,9,1,output_001154,intermediate,1,10.5,11
autograder_annotation_001680,annotator_030,26,task_016,9,2,output_001197,excellent,3,10,11
autograder_annotation_001681,annotator_030,27,task_016,9,3,output_001175,good,2,11,11
autograder_annotation_001685,annotator_030,31,task_004,11,1,output_000256,good,2,8,13
autograder_annotation_001686,annotator_030,32,task_004,11,2,output_000235,intermediate,1,6,13
autograder_annotation_001687,annotator_030,33,task_004,11,3,output_000277,excellent,3,6,13
autograder_annotation_001691,annotator_030,37,task_026,13,1,output_001924,good,2,10.5,13
autograder_annotation_001692,annotator_030,38,task_026,13,2,output_001953,excellent,3,10,13
autograder_annotation_001693,annotator_030,39,task_026,13,3,output_001904,intermediate,1,11,13
autograder_annotation_001697,annotator_030,43,task_023,15,1,output_001687,intermediate,1,4,9
autograder_annotation_001698,annotator_030,44,task_023,15,2,output_001721,good,2,6,9
autograder_annotation_001699,annotator_030,45,task_023,15,3,output_001728,excellent,3,2,9
autograder_annotation_001703,annotator_030,49,task_018,17,1,output_001314,intermediate,1,3,13
autograder_annotation_001704,annotator_030,50,task_018,17,2,output_001329,good,2,3,13
autograder_annotation_001705,annotator_030,51,task_018,17,3,output_001361,excellent,3,1,13
autograder_annotation_001709,annotator_030,55,task_014,19,1,output_001021,intermediate,1,2,4
autograder_annotation_001710,annotator_030,56,task_014,19,2,output_001071,excellent,3,-0.5,4
autograder_annotation_001711,annotator_030,57,task_014,19,3,output_001043,good,2,2,4
autograder_annotation_001715,annotator_030,61,task_027,21,1,output_002005,good,2,-3,22
autograder_annotation_001716,annotator_030,62,task_027,21,2,output_001983,intermediate,1,0,22
autograder_annotation_001717,annotator_030,63,task_027,21,3,output_002021,excellent,3,-5.5,22
autograder_annotation_001721,annotator_030,67,task_002,23,1,output_000131,excellent,3,10,27
autograder_annotation_001722,annotator_030,68,task_002,23,2,output_000077,intermediate,1,14,27
autograder_annotation_001723,annotator_030,69,task_002,23,3,output_000117,good,2,15,27
autograder_annotation_001727,annotator_031,4,task_011,2,1,output_000801,intermediate,1,15,22
autograder_annotation_001728,annotator_031,5,task_011,2,2,output_000829,excellent,3,14.5,22
autograder_annotation_001729,annotator_031,6,task_011,2,3,output_000802,good,2,13,22
autograder_annotation_001733,annotator_031,10,task_010,4,1,output_000757,excellent,3,8,15
autograder_annotation_001734,annotator_031,11,task_010,4,2,output_000705,intermediate,1,8,15
autograder_annotation_001735,annotator_031,12,task_010,4,3,output_000739,good,2,6,15
autograder_annotation_001739,annotator_031,16,task_023,6,1,output_001712,good,2,6,9
autograder_annotation_001740,annotator_031,17,task_023,6,2,output_001725,excellent,3,5.5,9
autograder_annotation_001741,annotator_031,18,task_023,6,3,output_001688,intermediate,1,3,9
autograder_annotation_001745,annotator_031,22,task_012,8,1,output_000909,excellent,3,9,12
autograder_annotation_001746,annotator_031,23,task_012,8,2,output_000899,good,2,9,12
autograder_annotation_001747,annotator_031,24,task_012,8,3,output_000856,intermediate,1,7.5,12
autograder_annotation_001751,annotator_031,28,task_009,10,1,output_000679,excellent,3,15,15
autograder_annotation_001752,annotator_031,29,task_009,10,2,output_000669,good,2,13.5,15
autograder_annotation_001753,annotator_031,30,task_009,10,3,output_000626,intermediate,1,13.5,15
autograder_annotation_001757,annotator_031,34,task_007,12,1,output_000490,good,2,9,24
autograder_annotation_001758,annotator_031,35,task_007,12,2,output_000479,intermediate,1,9.5,24
autograder_annotation_001759,annotator_031,36,task_007,12,3,output_000509,excellent,3,8,24
autograder_annotation_001763,annotator_031,40,task_020,14,1,output_001515,excellent,3,3,6
autograder_annotation_001764,annotator_031,41,task_020,14,2,output_001493,good,2,3.5,6
autograder_annotation_001765,annotator_031,42,task_020,14,3,output_001460,intermediate,1,5.5,6
autograder_annotation_001769,annotator_031,46,task_024,16,1,output_001763,intermediate,1,-1.5,3
autograder_annotation_001770,annotator_031,47,task_024,16,2,output_001783,good,2,-3.5,3
autograder_annotation_001771,annotator_031,48,task_024,16,3,output_001822,excellent,3,-2,3
autograder_annotation_001775,annotator_031,52,task_003,18,1,output_000176,good,2,8,14
autograder_annotation_001776,annotator_031,53,task_003,18,2,output_000153,intermediate,1,8.5,14
autograder_annotation_001777,annotator_031,54,task_003,18,3,output_000200,excellent,3,8,14
autograder_annotation_001781,annotator_031,58,task_021,20,1,output_001551,good,2,-0.5,2
autograder_annotation_001782,annotator_031,59,task_021,20,2,output_001596,excellent,3,-2,2
autograder_annotation_001783,annotator_031,60,task_021,20,3,output_001537,intermediate,1,0.5,2
autograder_annotation_001787,annotator_031,64,task_018,22,1,output_001318,intermediate,1,2,13
autograder_annotation_001788,annotator_031,65,task_018,22,2,output_001351,excellent,3,4.5,13
autograder_annotation_001789,annotator_031,66,task_018,22,3,output_001340,good,2,1.5,13
autograder_annotation_001793,annotator_031,70,task_017,24,1,output_001295,excellent,3,8.5,15
autograder_annotation_001794,annotator_031,71,task_017,24,2,output_001273,good,2,7,15
autograder_annotation_001795,annotator_031,72,task_017,24,3,output_001233,intermediate,1,6.5,15
autograder_annotation_001799,annotator_031,76,task_013,26,1,output_000951,intermediate,1,-0.5,4
autograder_annotation_001800,annotator_031,77,task_013,26,2,output_000992,excellent,3,-2,4
autograder_annotation_001801,annotator_031,78,task_013,26,3,output_000956,good,2,1.5,4
autograder_annotation_001805,annotator_031,82,task_008,28,1,output_000529,intermediate,1,6,9
autograder_annotation_001806,annotator_031,83,task_008,28,2,output_000589,excellent,3,4.5,9
autograder_annotation_001807,annotator_031,84,task_008,28,3,output_000580,good,2,6,9
autograder_annotation_001811,annotator_031,88,task_027,30,1,output_002024,excellent,3,1,22
autograder_annotation_001812,annotator_031,89,task_027,30,2,output_001989,intermediate,1,3,22
autograder_annotation_001813,annotator_031,90,task_027,30,3,output_002002,good,2,-0.5,22
autograder_annotation_001818,annotator_032,5,task_017,3,1,output_001299,excellent,3,6.5,15
autograder_annotation_001819,annotator_032,6,task_017,3,2,output_001250,good,2,7,15
autograder_annotation_001820,annotator_032,7,task_017,3,3,output_001245,intermediate,1,7,15
autograder_annotation_001824,annotator_032,11,task_001,5,1,output_000032,good,2,7.5,8
autograder_annotation_001825,annotator_032,12,task_001,5,2,output_000026,intermediate,1,7.5,8
autograder_annotation_001826,annotator_032,13,task_001,5,3,output_000049,excellent,3,7,8
autograder_annotation_001827,annotator_032,14,task_002,6,1,output_000088,intermediate,1,13,27
autograder_annotation_001828,annotator_032,15,task_002,6,2,output_000134,excellent,3,12.5,27
autograder_annotation_001829,annotator_032,16,task_002,6,3,output_000109,good,2,13,27
autograder_annotation_001833,annotator_032,20,task_006,8,1,output_000430,good,2,11.5,12
autograder_annotation_001834,annotator_032,21,task_006,8,2,output_000454,excellent,3,11.5,12
autograder_annotation_001835,annotator_032,22,task_006,8,3,output_000404,intermediate,1,11,12
autograder_annotation_001839,annotator_032,26,task_020,10,1,output_001480,good,2,5,6
autograder_annotation_001840,annotator_032,27,task_020,10,2,output_001498,excellent,3,3,6
autograder_annotation_001841,annotator_032,28,task_020,10,3,output_001462,intermediate,1,5.5,6
autograder_annotation_001845,annotator_032,32,task_012,12,1,output_000873,intermediate,1,8.5,12
autograder_annotation_001846,annotator_032,33,task_012,12,2,output_000884,good,2,10.5,12
autograder_annotation_001847,annotator_032,34,task_012,12,3,output_000932,excellent,3,8,12
autograder_annotation_001851,annotator_032,38,task_009,14,1,output_000657,good,2,14.5,15
autograder_annotation_001852,annotator_032,39,task_009,14,2,output_000692,excellent,3,13,15
autograder_annotation_001853,annotator_032,40,task_009,14,3,output_000639,intermediate,1,13.5,15
autograder_annotation_001857,annotator_032,44,task_023,16,1,output_001706,good,2,2.5,9
autograder_annotation_001858,annotator_032,45,task_023,16,2,output_001679,intermediate,1,5,9
autograder_annotation_001859,annotator_032,46,task_023,16,3,output_001736,excellent,3,2.5,9
autograder_annotation_001863,annotator_032,50,task_010,18,1,output_000764,excellent,3,7,15
autograder_annotation_001864,annotator_032,51,task_010,18,2,output_000711,intermediate,1,10.5,15
autograder_annotation_001865,annotator_032,52,task_010,18,3,output_000733,good,2,5.5,15
autograder_annotation_001869,annotator_032,56,task_003,20,1,output_000198,excellent,3,9.5,14
autograder_annotation_001870,annotator_032,57,task_003,20,2,output_000149,intermediate,1,7.5,14
autograder_annotation_001871,annotator_032,58,task_003,20,3,output_000188,good,2,6.5,14
autograder_annotation_001875,annotator_032,62,task_024,22,1,output_001777,good,2,-2,3
autograder_annotation_001876,annotator_032,63,task_024,22,2,output_001807,excellent,3,-4,3
autograder_annotation_001877,annotator_032,64,task_024,22,3,output_001751,intermediate,1,-0.5,3
autograder_annotation_001881,annotator_032,68,task_014,24,1,output_001078,excellent,3,1,4
autograder_annotation_001882,annotator_032,69,task_014,24,2,output_001030,intermediate,1,3,4
autograder_annotation_001883,annotator_032,70,task_014,24,3,output_001051,good,2,2.5,4
autograder_annotation_001887,annotator_032,74,task_019,26,1,output_001409,good,2,3,7
autograder_annotation_001888,annotator_032,75,task_019,26,2,output_001380,intermediate,1,4,7
autograder_annotation_001889,annotator_032,76,task_019,26,3,output_001433,excellent,3,3,7
autograder_annotation_001893,annotator_032,80,task_013,28,1,output_000976,good,2,1,4
autograder_annotation_001894,annotator_032,81,task_013,28,2,output_000999,excellent,3,-2,4
autograder_annotation_001895,annotator_032,82,task_013,28,3,output_000950,intermediate,1,-1,4
autograder_annotation_001899,annotator_032,86,task_015,30,1,output_001107,good,2,15.5,21
autograder_annotation_001900,annotator_032,87,task_015,30,2,output_001092,intermediate,1,13.5,21
autograder_annotation_001901,annotator_032,88,task_015,30,3,output_001140,excellent,3,19,21
autograder_annotation_001902,annotator_033,1,task_028,1,1,output_002095,excellent,3,5,18
autograder_annotation_001903,annotator_033,2,task_028,1,2,output_002065,good,2,5.5,18
autograder_annotation_001904,annotator_033,3,task_028,1,3,output_002045,intermediate,1,4,18
autograder_annotation_001908,annotator_033,7,task_009,3,1,output_000620,intermediate,1,13.5,15
autograder_annotation_001909,annotator_033,8,task_009,3,2,output_000693,excellent,3,14,15
autograder_annotation_001910,annotator_033,9,task_009,3,3,output_000645,good,2,15,15
autograder_annotation_001914,annotator_033,13,task_008,5,1,output_000554,intermediate,1,4.5,9
autograder_annotation_001915,annotator_033,14,task_008,5,2,output_000572,good,2,5.5,9
autograder_annotation_001916,annotator_033,15,task_008,5,3,output_000587,excellent,3,5,9
autograder_annotation_001920,annotator_033,19,task_007,7,1,output_000502,excellent,3,7,24
autograder_annotation_001921,annotator_033,20,task_007,7,2,output_000468,intermediate,1,10,24
autograder_annotation_001922,annotator_033,21,task_007,7,3,output_000487,good,2,10.5,24
autograder_annotation_001923,annotator_034,1,task_010,1,1,output_000729,good,2,7,15
autograder_annotation_001924,annotator_034,2,task_010,1,2,output_000753,excellent,3,7.5,15
autograder_annotation_001925,annotator_034,3,task_010,1,3,output_000717,intermediate,1,8,15
autograder_annotation_001929,annotator_034,7,task_019,3,1,output_001379,intermediate,1,4,7
autograder_annotation_001930,annotator_034,8,task_019,3,2,output_001431,excellent,3,3,7
autograder_annotation_001931,annotator_034,9,task_019,3,3,output_001401,good,2,3,7
autograder_annotation_001935,annotator_034,13,task_026,6,1,output_001947,excellent,3,10,13
autograder_annotation_001936,annotator_034,14,task_026,6,2,output_001899,intermediate,1,10.5,13
autograder_annotation_001937,annotator_034,15,task_026,6,3,output_001941,good,2,10.5,13
autograder_annotation_001941,annotator_034,19,task_003,9,1,output_000184,good,2,4,14
autograder_annotation_001942,annotator_034,20,task_003,9,2,output_000214,excellent,3,7.5,14
autograder_annotation_001943,annotator_034,21,task_003,9,3,output_000159,intermediate,1,4.5,14
autograder_annotation_001947,annotator_034,25,task_002,11,1,output_000130,excellent,3,13.5,27
autograder_annotation_001948,annotator_034,26,task_002,11,2,output_000088,intermediate,1,14,27
autograder_annotation_001949,annotator_034,27,task_002,11,3,output_000101,good,2,13.5,27
autograder_annotation_001953,annotator_034,31,task_006,14,1,output_000381,intermediate,1,10,12
autograder_annotation_001954,annotator_034,32,task_006,14,2,output_000415,good,2,9,12
autograder_annotation_001955,annotator_034,33,task_006,14,3,output_000441,excellent,3,8.5,12
autograder_annotation_001959,annotator_034,37,task_024,17,1,output_001791,good,2,-4,3
autograder_annotation_001960,annotator_034,38,task_024,17,2,output_001819,excellent,3,-2,3
autograder_annotation_001961,annotator_034,39,task_024,17,3,output_001767,intermediate,1,0.5,3
autograder_annotation_001965,annotator_034,43,task_023,19,1,output_001674,intermediate,1,2,9
autograder_annotation_001966,annotator_034,44,task_023,19,2,output_001744,excellent,3,2,9
