output_id,task_id,quality_level
output_002206,task_030,intermediate
output_002207,task_030,intermediate
output_002208,task_030,intermediate
output_002209,task_030,intermediate
output_002210,task_030,intermediate
output_002211,task_030,intermediate
output_002212,task_030,intermediate
output_002213,task_030,intermediate
output_002214,task_030,intermediate
output_002215,task_030,intermediate
output_002216,task_030,intermediate
output_002217,task_030,intermediate
output_002218,task_030,intermediate
output_002219,task_030,intermediate
output_002220,task_030,intermediate
output_002221,task_030,good
output_002222,task_030,good
output_002223,task_030,good
output_002224,task_030,good
output_002225,task_030,good
output_002226,task_030,good
output_002227,task_030,good
output_002228,task_030,good
output_002229,task_030,good
output_002230,task_030,good
output_002231,task_030,good
output_002232,task_030,good
output_002233,task_030,good
output_002234,task_030,good
output_002235,task_030,good
output_002236,task_030,good
output_002237,task_030,good
output_002238,task_030,good
output_002239,task_030,good
output_002240,task_030,good
output_002241,task_030,good
output_002242,task_030,good
output_002243,task_030,good
output_002244,task_030,good
output_002245,task_030,good
output_002246,task_030,good
output_002247,task_030,excellent
output_002248,task_030,excellent
output_002249,task_030,excellent
output_002250,task_030,excellent
output_002251,task_030,excellent
output_002252,task_030,excellent
output_002253,task_030,excellent
output_002254,task_030,excellent
output_002255,task_030,excellent
output_002256,task_030,excellent
output_002257,task_030,excellent
output_002258,task_030,excellent
output_002259,task_030,excellent
output_002260,task_030,excellent
output_002261,task_030,excellent
output_002262,task_030,excellent
output_002263,task_030,excellent
output_002264,task_030,excellent
output_002265,task_030,excellent
output_002266,task_030,excellent
output_002267,task_030,excellent
output_002268,task_030,excellent
output_002269,task_030,excellent
output_002270,task_030,excellent
output_002271,task_030,excellent
output_002272,task_030,excellent
output_002273,task_030,excellent
output_002274,task_030,excellent
